person_id,name_or_handle,known_name,x_handle,source_origin,source_detail,known_affiliation,mentioned_in_podcast_synthesis,mentioned_in_twitter,twitter_mention_count,twitter_retweet_count,associated_orgs_projects,associated_topics,associated_tools_protocols,possible_role,bridge_signal,reviewer_candidate,guest_candidate,person_node_caution,public_use_status,review_status,notes
P00536,'@ozkite,❍s🎹,'@ozkite,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00537,'@soht0,sohtorik berk,'@soht0,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00538,'@earthistdao,Earthist 🌱,'@earthistdao,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00539,'@haonan,haonan,'@haonan,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00540,'@fede_intern,Fede’s intern 🥊,'@fede_intern,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00541,'@loom_finance,Loom Finance,'@loom_finance,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00542,'@polfinance_,POL Finance 🐇,'@polfinance_,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00543,'@class_lambda,LambdaClass,'@class_lambda,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00544,'@ii_posts,Intelligent Internet,'@ii_posts,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00545,'@zGuz,Zack Guzmán,'@zGuz,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00546,'@eth_strategy,ETH Strategy,'@eth_strategy,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00547,'@Rocket_Pool,Rocket Pool,'@Rocket_Pool,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00548,'@GravenPrest,graven,'@GravenPrest,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00549,'@UNBiodiversity,UN Biodiversity,'@UNBiodiversity,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00550,'@Frax,Frax,'@Frax,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00551,'@divine_economy,david phelps,'@divine_economy,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00552,'@0xNairolf,nairolf,'@0xNairolf,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00553,'@nicksusi,Ņ̨͈̯̻̪̥̥ͅick S̘͓͙usi,'@nicksusi,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00554,'@glycemag,domingob.⌐◨-◨,'@glycemag,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00555,'@drozas,David Rozas,'@drozas,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00556,'@samerP2P,Samer Hassan @samerp2p.bsky.social 🇵🇸,'@samerP2P,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00557,'@profhamel,Gary Hamel,'@profhamel,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00558,'@MicheleZanini,Michele Zanini,'@MicheleZanini,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00559,'@WSJ,The Wall Street Journal,'@WSJ,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00560,'@taykendesign,TAYKΞN,'@taykendesign,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00561,'@paragraph_xyz,Paragraph,'@paragraph_xyz,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00562,'@Dune,Dune,'@Dune,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00563,'@beast_ico,,'@beast_ico,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00564,'@clinamenic,clinamenic,'@clinamenic,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00565,'@DeSciLabs,DeSci Labs,'@DeSciLabs,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00566,'@Kleros_io,Kleros,'@Kleros_io,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00567,'@thetokenjedi,Scott Morris,'@thetokenjedi,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00568,'@PlasticCTO,Plastic,'@PlasticCTO,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00569,'@clesaege,Clément Lesaege,'@clesaege,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00570,'@ETHGlobal,ETHGlobal,'@ETHGlobal,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00571,'@evmnow,evm.now,'@evmnow,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00572,'@momack28,Molly Mackinlay | momack,'@momack28,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00573,'@kaxline,"Keith Axline | Re-Public (🌳,🌳) (🧬,🧬)",'@kaxline,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00574,'@USDC,USDC,'@USDC,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00575,'@safe,Safe.eth,'@safe,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00576,'@james_gaps,,'@james_gaps,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00577,'@Truebitprotocol,Truebit,'@Truebitprotocol,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00578,'@0xSkyMine,Sky 🦇🔊 | 🌶 | ℗⌐◨-◨ | 🌚 | .⌐◨-◨,'@0xSkyMine,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00579,'@azeemk_,,'@azeemk_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00580,'@sustainsurf,SeaTrees,'@sustainsurf,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00581,'@t2wrld,t2.world,'@t2wrld,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00582,'@jsuarez5341,,'@jsuarez5341,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00583,'@guil_is,Guil is 🌱 🌈,'@guil_is,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00584,'@linaventures1,,'@linaventures1,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00585,'@MariaShen,Maria 🐸,'@MariaShen,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00586,'@collabberry,Collabberry,'@collabberry,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00587,'@tokendynamics,Token Dynamics,'@tokendynamics,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00588,'@HeliosReFi,Helios ☀️=💰,'@HeliosReFi,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00589,'@AmelieLasker,Amelie,'@AmelieLasker,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00590,'@AlexandriaLabs,Alexandria,'@AlexandriaLabs,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00591,'@frontiertower,Frontier Tower,'@frontiertower,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00592,'@LukeYoungblood,LukeYoungblood.eth 🛡️,'@LukeYoungblood,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00593,'@MoonwellDeFi,Moonwell,'@MoonwellDeFi,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00594,'@lorepunkdoteth,,'@lorepunkdoteth,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00595,'@arlery,mashal (@ ETHconf 🗽),'@arlery,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00596,'@greenpillnyc,Greenpill NYC,'@greenpillnyc,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00597,'@gooddollarorg,GoodDollar 💙🌏,'@gooddollarorg,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00598,'@Ripple,Ripple,'@Ripple,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00599,'@Polkadot,Polkadot,'@Polkadot,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00600,'@BillLaboon,Bill Laboon | Web3 Foundation,'@BillLaboon,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00601,'@impactstake,Lido Impact Staking,'@impactstake,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00602,'@regenbuild,RegenBuild 🏡,'@regenbuild,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00603,'@sejal_rekhan,sejalrekhan.eth,'@sejal_rekhan,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00604,'@ReFiDAOist,ReFi DAO 🪩,'@ReFiDAOist,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00605,'@minipay,MiniPay,'@minipay,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00606,'@VrbsDAO,Vrbs ▀▄▀,'@VrbsDAO,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00607,'@izzylawrence11,DecentralizedCEO⎮🟢🍄,'@izzylawrence11,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00608,'@gp_dev_guild,previous handle of the Greenpill Dev Guild,'@gp_dev_guild,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00609,'@c0mput3rxz,penguin (acc/ai16z),'@c0mput3rxz,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00610,'@greengoodsapp,Green Goods,'@greengoodsapp,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00611,'@EricCMack,EricMack.eth,'@EricCMack,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00612,'@tayvano_,Tay 💖,'@tayvano_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00613,'@TYMEinc_,🌉building,'@TYMEinc_,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00614,'@donnoh_eth,donnoh.eth 💗,'@donnoh_eth,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00615,'@aztecnetwork,Aztec,'@aztecnetwork,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00616,'@NicolasC3rny,Nicolas Cerny,'@NicolasC3rny,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00617,'@FLI_org,Future of Life Institute,'@FLI_org,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00618,'@StandTogether,Stand Together,'@StandTogether,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00619,'@PCC_Global,Platform Cooperativism Consortium - Global,'@PCC_Global,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00620,'@join_agora,Agora Citizen Network,'@join_agora,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00621,'@TiberiusB,Tiberius,'@TiberiusB,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00622,'@FreedomofPress,Freedom of the Press Foundation,'@FreedomofPress,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00623,'@owocki,Kevin Owocki,'@owocki,explicit_podcast_synthesis,Greenpill Podcast host; field bridge,"Greenpill, Gitcoin, public goods funding",TRUE,,,,"Greenpill, Gitcoin, public goods funding",public goods; mechanism design; regenerative crypto,,guest/source steward/reviewer candidate,TRUE,TRUE,TRUE,TRUE,list with caveat,raw; needs verification,Greenpill Podcast host; field bridge
P00624,Carl Cervone,Carl Cervone,,explicit_podcast_synthesis,Hypercerts / retro funding bridge,"Hypercerts, Gitcoin, public goods funding",TRUE,,,,"Hypercerts, Gitcoin, public goods funding",hypercerts; impact claims; retroactive funding,,guest/reviewer candidate,TRUE,TRUE,TRUE,TRUE,list with caveat,raw; needs verification,Hypercerts / retro funding bridge
P00625,'@devanshmehta,Devansh Mehta,'@devanshmehta,twitter_and_podcast_signal,Greenpill co-host / public goods discussions,Greenpill / public goods,TRUE,TRUE,,,Greenpill / public goods,public goods; podcasts; Ethereum,,guest/source steward candidate,,,TRUE,TRUE,list with caveat,raw; needs verification,Greenpill co-host / public goods discussions
P00626,'@VitalikButerin,Vitalik Buterin,'@VitalikButerin,twitter_signal,"Ethereum public goods, protocol, coordination",Ethereum,,TRUE,,,Ethereum,Ethereum; public goods; mechanism design,,reference/guest lead,,,TRUE,TRUE,list with caveat,raw; needs verification,"Ethereum public goods, protocol, coordination"
P00627,Glen Weyl,Glen Weyl,,explicit_podcast_synthesis,"Plurality, quadratic funding, civic tech",Plurality Institute / RadicalxChange,TRUE,,,,Plurality Institute / RadicalxChange,plurality; democracy; QF,,source/reviewer lead,,TRUE,,TRUE,list with caveat,raw; needs verification,"Plurality, quadratic funding, civic tech"
P00628,Audrey Tang,Audrey Tang,,explicit_podcast_synthesis,Plurality and civic tech reference,Taiwan / Plurality,TRUE,,,,Taiwan / Plurality,civic tech; public AI; democracy,,source/reviewer lead,,TRUE,,TRUE,list with caveat,raw; needs verification,Plurality and civic tech reference
P00629,Primavera De Filippi,Primavera De Filippi,,explicit_podcast_synthesis,Blockchain governance / commons,CNRS / Harvard / blockchain governance,TRUE,,,,CNRS / Harvard / blockchain governance,governance; law; commons,,source/reviewer lead,,TRUE,,TRUE,list with caveat,raw; needs verification,Blockchain governance / commons
P00630,Felix Beer,Felix Beer,,explicit_podcast_synthesis,Referenced with governance / coordination context,Blockchain governance,TRUE,,,,Blockchain governance,governance; Ethereum,,source lead,,,,TRUE,list with caveat,raw; needs verification,Referenced with governance / coordination context
P00631,Trent Van Epps,Trent Van Epps,,explicit_podcast_synthesis,Ethereum governance / public goods,Ethereum ecosystem,TRUE,,,,Ethereum ecosystem,Ethereum; governance,,source lead,,,,TRUE,list with caveat,raw; needs verification,Ethereum governance / public goods
P00632,Boris Dyakov,Boris Dyakov,,explicit_podcast_synthesis,Governance / coordination signal,Ethereum / governance,TRUE,,,,Ethereum / governance,governance; Ethereum,,source lead,,,,TRUE,list with caveat,raw; needs verification,Governance / coordination signal
P00633,Daniel Ospina,Daniel Ospina,,explicit_podcast_synthesis,Organization design and governance,Rethink / governance / systems,TRUE,,,,Rethink / governance / systems,governance; org design,,reviewer lead,,TRUE,,TRUE,list with caveat,raw; needs verification,Organization design and governance
P00634,Jon Hillis,Jon Hillis,,explicit_podcast_synthesis,Localism and network communities,Cabin / network state adjacent,TRUE,,,,Cabin / network state adjacent,localism; network states,,guest lead,,,TRUE,TRUE,list with caveat,raw; needs verification,Localism and network communities
P00635,Ameen Soleimani,Ameen Soleimani,,explicit_podcast_synthesis,Moloch / coordination / Ethereum public goods,MolochDAO / Ethereum,TRUE,,,,MolochDAO / Ethereum,Ethereum; DAOs,,source lead,,,,TRUE,list with caveat,raw; needs verification,Moloch / coordination / Ethereum public goods
P00636,Austin Griffith,Austin Griffith,,adjacent_expansion,Ethereum builder tooling,BuidlGuidl / Scaffold-ETH,,,,,BuidlGuidl / Scaffold-ETH,builder tooling; open source,,builder/reviewer lead,,TRUE,,TRUE,list with caveat,raw; needs verification,Ethereum builder tooling
P00637,Zak Cole,Zak Cole,,adjacent_expansion,Builder tooling / AI agents context,Number Group / OpenClaw / Ethereum AI agents,,,,,Number Group / OpenClaw / Ethereum AI agents,AI agents; Ethereum; builder tooling,,builder lead,,,,TRUE,list with caveat,raw; needs verification,Builder tooling / AI agents context
