global_id,name,primary_type,tab_location,toolkit_route,source_origin,review_status,notes
IDX00001,'@Crypto_Altruism,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=53; retweet_count=51
IDX02292,Raw URL lead - openrefine.org,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX02293,Raw URL lead - pentagram.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX02294,Raw URL lead - regen-toolkit-site.vercel.app,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX02295,Raw URL lead - regen-toolkit-site.vercel.app,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX02296,Raw URL lead - regen-toolkit-site.vercel.app,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX02297,Raw URL lead - regenerationpollination.earth,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context:
IDX02298,Raw URL lead - x.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context: 63113245103 https://x.com/bonfiresai/status/2027556089139515888?s=20 https://x.com/geodelabs/status/2040163152722047193 https://x.com/0xShikhar/status/2028524428431388790 https://x.com/localscale/statu
IDX02299,Raw URL lead - x.com,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,Preserved from uploaded documents/text. Context: 089139515888?s=20 https://x.com/geodelabs/status/2040163152722047193 https://x.com/0xShikhar/status/2028524428431388790 https://x.com/localscale/status/2022611284986876044 https://x.com/i/status/203691
IDX02300,Carbon Copy,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
IDX02301,Cynefin Framework,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,
IDX02302,Leverage Points,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02303,The Web of Life,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02304,Thinking in Systems,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02305,A Pattern Language,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02306,Antifragile,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02307,Autopoiesis and Cognition,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02308,Civilization Emerging,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02309,Complexity: A Guided Tour,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02310,International Bateson Institute,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02311,Mind and Nature,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02312,Network Science,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02313,Santa Fe Institute,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02314,Seeing Like a State,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02315,Steps to an Ecology of Mind,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02316,The Great Simplification,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,
IDX02317,The Mushroom at the End of the World,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02318,The Tree of Knowledge,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02319,Kumu,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02320,Loopy,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02321,SenseMaker,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02322,Cosmopolitics,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02323,Power/Knowledge,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02324,Reassembling the Social,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02325,The Art of Not Being Governed,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02326,The Matter With Things,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02327,The Rise of the Network Society,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02328,IEF Wiki,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02329,Allo Capital Mechanisms,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02330,Ethereum Attestation Service,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02331,Ethereum Attestation Service Docs,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02332,Ethereum Research,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02333,Ethereum Whitepaper,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02334,Gitcoin,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02335,Gitcoin / Allo Protocol Docs,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02336,GreenPilled,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02337,Mechanism Design for Social Good,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX02338,Optimism RetroPGF Docs,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02339,Quadratic Funding Paper,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,
IDX02340,Augmented Bonding Curves,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,
IDX02341,Conviction Voting,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,
IDX02342,Hypercerts,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02343,Octant v2 Docs,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02344,Protocol Guild,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02345,Token Engineering Commons,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,
IDX02346,Alchemy,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02347,Bankless Academy,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02348,BuidlGuidl,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX02349,Collab.Land,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02350,Colony,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02351,ETH Cat Herders,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02352,Ethereum Magicians,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02353,Ethereum Page,Datasets Maps Directorie,Datasets Maps Directories,Resource Graph,resource_registry_v0_2,raw,
IDX02354,Ethereum PM / All Core Dev Calls,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,
IDX02355,Guild.xyz,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02356,Hats Protocol,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02357,Scaffold-ETH,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02358,Speedrun Ethereum,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02359,The Daily Gwei,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,
IDX02360,Token Engineering Academy,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02361,Tokenomics Explained,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02362,Unlock Protocol,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02363,Chain for Good,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX02364,Circles,Funding Mechanisms Capital Flow,Funding Mechanisms Capital Flows,Resource Graph,resource_registry_v0_2,raw,
IDX02365,GoodDollar,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02366,Postcapitalist Agency,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02367,BumiCerts / EcoCerts,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,
IDX02368,ClearFund,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02369,Collabberry,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02370,Dabl Club Learn,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02371,DAObase,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX02372,DAOscope,Datasets Maps Directorie,Datasets Maps Directories,Resource Graph,resource_registry_v0_2,raw,
IDX02373,Deep Funding,Funding Mechanisms Capital Flow,Funding Mechanisms Capital Flows,Resource Graph,resource_registry_v0_2,raw,
IDX02374,GBA Global,Projects Initiative,Projects Initiatives,Resource Graph,resource_registry_v0_2,raw,
IDX02375,Guild Guild,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02376,Prosperity Passport,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02377,Self Protocol,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,
IDX02378,The Pipe gDAO,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,
IDX02379,Greenpill Podcast,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,"~293 episodes; strong on Ethereum public goods, mechanism design, network nations, Greenpill chapters. Needs review for RSS/canonical link."
IDX02380,Ma Earth — The Regeneration Will Be Funded,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,"~143 episodes since September 2023; strong on bioregional finance, TEK, philanthropic capital, ecological practice."
IDX02381,Ma Earth Learning Lab,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,~15 Learning Lab episodes; should be tracked as part of Ma Earth media source system.
IDX02382,Crypto Altruists,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,~250 episodes as of May 7 2026; strong on nonprofit onboarding and web3-for-good translation.
IDX02383,ReFi Podcast,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Adjacent source system referenced by the podcast synthesis; needs deeper extraction.
IDX02384,Funding the Commons Recordings,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Relevant media source system for public goods funding and open-source tooling learning.
IDX02385,OpenCivics Calls and Recordings,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Relevant for knowledge commons and civic coordination source-system capture.
IDX02386,Podcast Living Artifact,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02387,Editorial Compass and White-Space Map,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02388,BKC Podcast Tagging Schema,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02389,Episode-as-CaseStudy Pattern,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02390,Podcast / Conversation Knowledge Graph,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02391,AI-Assisted Podcast Extraction Pipeline,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02392,Whisper / faster-whisper / WhisperX Podcast Transcription Stack,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02393,Chroma Vector Index for Podcast Search,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02394,Obsidian Vault for Podcast Editorial Workspace,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02395,Airtable Structured Podcast Database,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02396,Next.js Podcast Dashboard,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02397,Murmurations Profiles for Podcast Federation,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02398,Local Contexts TK Labels for Indigenous Knowledge Handling,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02399,GP-NN-12 — Regen Network of Networks,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02400,GP-S8-2 — Technologies Grown from Dirt: Bioregionalism & Permaculture,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02401,GP-S4-24 — Metrics-Based Voting on RPGF Round 4,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02402,ME-LL13 — Catalyzing Bioregional Economies,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02403,ME-LL11 — Healing Appalachia with Bison,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02404,ME-S1 — Hypercerts,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02405,CA-230 — Bioregional Reforestation & Localized Climate Finance,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02406,CA-241 — Building Local Economies: Commitment Pooling,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02407,"CA-249 — 2,000 Years of Decentralized Coordination: Savings Circles",Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02408,Carl Cervone,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02409,Holke Brammer,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02410,Monty Merlin Bryant,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02411,Kevin Owocki,Funding Mechanisms Capital Flow,Funding Mechanisms Capital Flows,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02412,Gregory Landua,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02413,Austin Wade Smith,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02414,Will Ruddick,Funding Mechanisms Capital Flow,Funding Mechanisms Capital Flows,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02415,Marcus Levine / Marcus Aurelius,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02416,Paul Burg,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02417,John Ellison,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02418,Robbie Heeger,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02419,Mahesh Murthy,Repositories Codebase,Repositories Codebases,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02420,David Dao,Datasets Maps Directorie,Datasets Maps Directories,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02421,Djimo Serodio,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02422,Magenta Ceiba,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02423,Atossa Soltani,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02424,Tom Crowther,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02425,Erin Matariki Carr,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02426,Samantha Power,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02427,Erin Healy,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02428,Tiffany Pyette,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02429,Cassandra Lynn Ferrera,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02430,Brandon Welch,Tools Protocols Platform,Tools Protocols Platforms,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02431,Nate Hagens,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02432,Michel Bauwens,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02433,Drew Simon,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02434,Joshua Davila,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02435,Yaniv Tal,Organizations Network,Organizations Networks,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02436,Heenal / Marv / rathermercurial,Concepts Frameworks Methodologie,Concepts Frameworks Methodologies,Resource Graph,resource_registry_v0_2,raw,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
IDX02437,Bioregional Public-Goods Round Playbook,Books Papers Articles Report,Books Papers Articles Reports,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02438,Indigenous & Global-South Primary Voice Main-Feed Arc,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02439,dMRV Practice Deep-Dives,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02440,Capital-Stack Reality Checks for Regen Projects,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02441,Critical / Adversarial Regen-Web3 Voices,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02442,Regen x AI Agents,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02443,Hypercerts in the Wild,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02444,Stablecoins as Impact Rails,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02445,Rights of Nature as Governance Primitive,Podcasts Media Show,Podcasts Media Shows,Resource Graph,resource_registry_v0_2,raw,Podcast-derived lead; inclusion is not endorsement.
IDX02446,Ma Earth,organization/media,Organizations Networks,Source System Card,podcast_synthesis,raw; needs verification,Publisher of The Regeneration Will Be Funded / bioregional finance context
IDX02447,The Regeneration Will Be Funded,podcast/media feed,Podcasts Media Shows,Media Source System Track; Source System Card,web_verified; podcast_synthesis,raw; needs verification,Ma Earth podcast about regenerative finance / living planet; Apple entry lists Ma Earth and episodes including nature finance/carbon finance topics
IDX02448,Crypto Altruists,organization/media,Organizations Networks,Media Source System Track; Source System Card,web_verified; podcast_synthesis,raw; needs verification,Web3 impact platform; site describes podcast/blog/resources for crypto and web3 social impact
IDX02449,Crypto Altruists Podcast,podcast/media feed,Podcasts Media Shows,Media Source System Track,web_verified; podcast_synthesis,raw; needs verification,Podcast highlighting real-world social/environmental impact powered by crypto/web3
IDX02450,Funding the Commons,organization/event/media,Organizations Networks,Source System Card; Public Goods Builder Track,web_verified; adjacent_expansion,raw; needs verification,"Public goods funding community and conference/media archive; StreamETH page says it bridges Web2, Web3, research, philanthropy, and industry"
IDX02451,Funding the Commons YouTube,media feed,Podcasts Media Shows,Media Source System Track,web_verified; adjacent_expansion,raw; needs verification,Talk archive / public goods funding media source
IDX02452,The Blockchain Socialist,podcast/media feed,Podcasts Media Shows,Media Source System Track,resource_seed; podcast_synthesis,raw; needs verification,Cooperative crypto / crypto-left / public AI media source
IDX02453,Bloom Network,organization/network,Organizations Networks,Source System Card,resource_seed,raw; needs verification,Regenerative local action and impact network
IDX02454,Regen Network,protocol/network,Organizations Networks,Source System Card; dMRV Track,resource_seed; podcast_synthesis; twitter_signal,raw; needs verification,Ecological data and ecological assets network
IDX02455,OpenCivics,organization/network,Organizations Networks,Source System Card,resource_seed; project_context,raw; needs verification,Civic infrastructure and knowledge commoning context
IDX02456,Knowledge Commoning Swarm,source system/community,Organizations Networks,Source System Card,project_context,raw; needs verification,Knowledge commoning collaboration context
IDX02457,BKC Roadmap,knowledge garden,Projects Initiatives,Source System Card,resource_seed,raw; needs verification,Bioregional Knowledge Commons roadmap
IDX02458,SuperBenefit Knowledge Garden,knowledge garden,Projects Initiatives,Source System Card,resource_seed,raw; needs verification,Adjacent public goods/regenerative web3 knowledge garden
IDX02459,LocalNodes,tool/platform,Tools Protocols Platforms,Tooling; Source System Card,resource_seed,raw; needs verification,AI-powered community knowledge garden candidate
IDX02460,CSIS / Coordination Structural Integrity Suite,framework/repository,Repositories Codebases,Structural Integrity Review,resource_seed; project_context,raw; needs verification,Structural integrity reference; not same as Toolkit conformance
IDX02461,Holonic Horizons,publication/source system,Projects Initiatives,Source System Card; Structural Integrity,resource_seed,raw; needs verification,Durgadas writing / frame language / social architecture
IDX02462,Gravity DAO Standards,repository,Repositories Codebases,Source System Candidate,resource_seed,raw; needs verification,Governance/standards source
IDX02463,Gitcoin,organization/platform,Organizations Networks,Source System Card; Public Goods Builder,resource_seed; twitter_signal,raw; needs verification,Public goods funding ecosystem
